action_id,loan_id,action_date_key,reference_month_end_date_key,dpd_at_action,action_type,outcome,collector_id,collection_team,amount_recovered
4753,2333,20250208,20250228,55,SMS Reminder,Paid Partial,20,In-house,22664.87
4754,351,20251115,20251130,124,Phone Call,Paid Partial,14,Agency A,11453.6
4755,3091,20240724,20240731,136,SMS Reminder,No Answer,50,In-house,0.0
4756,1831,20251116,20251130,348,SMS Reminder,PTP Broken,43,In-house,0.0
4757,2038,20240723,20240731,131,Promise to Pay,PTP Broken,36,In-house,0.0
4758,437,20250731,20250731,184,Legal Notice,No Answer,49,Agency B,0.0
4759,2235,20250910,20250930,318,SMS Reminder,Reached,30,In-house,0.0
4760,1518,20251107,20251130,69,Promise to Pay,Paid Partial,32,In-house,30684.97
4761,1625,20251110,20251130,360,Field Visit,Reached,38,In-house,0.0
4762,3635,20251227,20251231,155,Phone Call,Escalated,15,In-house,0.0
4763,1257,20240607,20240630,59,Legal Notice,Escalated,12,Agency B,0.0
4764,2625,20250414,20250430,53,Phone Call,Paid Full,22,In-house,59985.32
4765,2366,20250827,20250831,94,Demand Letter,No Answer,2,In-house,0.0
4766,3076,20250208,20250228,30,SMS Reminder,Escalated,34,Agency A,0.0
4767,2658,20250920,20250930,313,Demand Letter,PTP Broken,32,Agency B,0.0
4768,1117,20251218,20251231,52,Phone Call,Paid Full,19,Agency B,10803.45
4769,1271,20250620,20250630,213,SMS Reminder,Paid Partial,43,Agency A,1134.96
4770,3428,20250709,20250731,31,SMS Reminder,PTP Given,35,In-house,0.0
4771,740,20241130,20241130,69,SMS Reminder,Escalated,57,In-house,0.0
4772,1286,20241227,20241231,70,SMS Reminder,No Answer,46,In-house,0.0
4773,2803,20251011,20251031,177,Phone Call,Reached,16,Agency A,0.0
4774,1449,20250711,20250731,44,SMS Reminder,PTP Given,20,In-house,0.0
4775,2712,20250709,20250731,316,Phone Call,PTP Broken,17,In-house,0.0
4776,1996,20251116,20251130,360,Restructure Offer,Paid Partial,50,In-house,5529.14
4777,3576,20251010,20251031,295,Demand Letter,PTP Given,8,In-house,0.0
4778,2142,20251220,20251231,157,Phone Call,Paid Partial,27,In-house,845.07
4779,2279,20241129,20241130,59,Restructure Offer,No Answer,63,In-house,0.0
4780,2945,20251222,20251231,184,Demand Letter,PTP Given,17,In-house,0.0
4781,2235,20251120,20251130,350,SMS Reminder,No Answer,54,In-house,0.0
4782,741,20250811,20250831,356,Phone Call,No Answer,27,Agency A,0.0
4783,1637,20250608,20250630,246,Field Visit,PTP Given,2,Agency B,0.0
4784,1576,20251120,20251130,200,Phone Call,No Answer,45,In-house,0.0
4785,3296,20251122,20251130,111,SMS Reminder,PTP Broken,5,In-house,0.0
4786,4074,20250425,20250430,82,SMS Reminder,PTP Given,49,In-house,0.0
4787,303,20250411,20250430,275,SMS Reminder,PTP Broken,4,In-house,0.0
4788,221,20251215,20251231,108,Restructure Offer,PTP Given,52,In-house,0.0
4789,2650,20250807,20250831,97,SMS Reminder,PTP Given,62,Agency A,0.0
4790,3053,20250628,20250630,111,Phone Call,PTP Given,39,Agency B,0.0
4791,1841,20250821,20250831,53,SMS Reminder,Escalated,57,In-house,0.0
4792,2364,20250516,20250531,96,Phone Call,Paid Partial,45,In-house,22449.33
4793,1562,20250919,20250930,318,Phone Call,Reached,60,Agency B,0.0
4794,2172,20250918,20250930,110,Demand Letter,PTP Given,22,In-house,0.0
4795,3011,20241126,20241130,105,Field Visit,PTP Broken,49,Agency B,0.0
4796,2114,20250820,20250831,56,Restructure Offer,Reached,34,In-house,0.0
4797,2963,20251218,20251231,33,Promise to Pay,Reached,51,In-house,0.0
4798,4123,20251015,20251031,360,SMS Reminder,No Answer,24,In-house,0.0
4799,4186,20250914,20250930,90,Promise to Pay,PTP Given,33,In-house,0.0
4800,2935,20250424,20250430,209,Restructure Offer,Paid Partial,41,In-house,642.17
4801,3793,20250514,20250531,77,Phone Call,Restructured,44,Agency A,0.0
4802,2568,20250628,20250630,163,Field Visit,Reached,13,Agency B,0.0
4803,4068,20250625,20250630,31,Legal Notice,PTP Given,14,In-house,0.0
4804,995,20250927,20250930,31,SMS Reminder,Paid Partial,48,In-house,8332.42
4805,652,20241106,20241130,115,Demand Letter,Escalated,53,Agency A,0.0
4806,2884,20250311,20250331,145,SMS Reminder,Paid Full,61,In-house,8870.77
4807,3714,20251026,20251031,360,Promise to Pay,Paid Partial,13,In-house,6518.15
4808,1187,20250809,20250831,133,Field Visit,Reached,37,In-house,0.0
4809,1532,20250610,20250630,215,Promise to Pay,Reached,13,In-house,0.0
4810,4099,20241111,20241130,106,SMS Reminder,PTP Given,36,In-house,0.0
4811,3611,20241122,20241130,133,Demand Letter,Reached,58,In-house,0.0
4812,543,20250312,20250331,73,SMS Reminder,No Answer,51,In-house,0.0
4813,3876,20250424,20250430,114,SMS Reminder,PTP Given,40,Agency A,0.0
4814,4086,20250418,20250430,40,Phone Call,Reached,19,In-house,0.0
4815,3359,20250723,20250731,36,SMS Reminder,Reached,40,In-house,0.0
4816,3685,20240626,20240630,33,Phone Call,Paid Full,56,In-house,22347.74
4817,684,20250125,20250131,47,SMS Reminder,Paid Full,19,In-house,53165.65
4818,170,20251227,20251231,119,Field Visit,Paid Partial,13,Agency B,7670.67
4819,2156,20251120,20251130,113,SMS Reminder,No Answer,23,In-house,0.0
4820,1905,20251127,20251130,153,Promise to Pay,Paid Partial,53,Agency A,23013.0
4821,2589,20250310,20250331,105,Field Visit,Reached,9,In-house,0.0
4822,351,20240927,20240930,49,Promise to Pay,Paid Partial,3,In-house,9214.36
4823,338,20251009,20251031,360,Promise to Pay,Paid Full,17,In-house,48103.81
4824,13,20250129,20250131,203,SMS Reminder,Escalated,37,In-house,0.0
4825,2953,20251222,20251231,50,SMS Reminder,PTP Broken,21,In-house,0.0
4826,1848,20250725,20250731,62,Legal Notice,Reached,51,In-house,0.0
4827,1006,20250713,20250731,75,Legal Notice,No Answer,9,In-house,0.0
4828,2427,20250915,20250930,264,SMS Reminder,Reached,31,In-house,0.0
4829,2439,20251229,20251231,288,Phone Call,Reached,55,Agency B,0.0
4830,3953,20250307,20250331,102,SMS Reminder,Paid Partial,41,In-house,10434.04
4831,2938,20251121,20251130,360,SMS Reminder,No Answer,30,Agency A,0.0
4832,3931,20250730,20250731,177,Promise to Pay,PTP Given,25,In-house,0.0
4833,3130,20241211,20241231,34,Legal Notice,Restructured,33,In-house,0.0
4834,604,20251208,20251231,187,Field Visit,Restructured,48,In-house,0.0
4835,3612,20250814,20250831,41,SMS Reminder,PTP Given,17,Agency B,0.0
4836,1763,20251009,20251031,360,Legal Notice,Reached,11,In-house,0.0
4837,3373,20250417,20250430,199,Phone Call,PTP Given,34,In-house,0.0
4838,3775,20250914,20250930,112,Phone Call,Escalated,15,Agency A,0.0
4839,3772,20241023,20241031,74,SMS Reminder,Paid Partial,47,Agency A,7962.37
4840,1238,20250823,20250831,130,Promise to Pay,Reached,15,In-house,0.0
4841,574,20251231,20251231,64,Restructure Offer,Reached,46,In-house,0.0
4842,3431,20251226,20251231,142,Promise to Pay,No Answer,55,Agency A,0.0
4843,1120,20251221,20251231,360,Phone Call,PTP Given,64,In-house,0.0
4844,391,20251229,20251231,360,Phone Call,Paid Partial,43,In-house,36965.58
4845,2847,20251213,20251231,360,SMS Reminder,No Answer,30,In-house,0.0
4846,535,20250322,20250331,119,SMS Reminder,PTP Broken,39,In-house,0.0
4847,1111,20251129,20251130,130,Restructure Offer,Escalated,11,In-house,0.0
4848,3667,20250711,20250731,250,Phone Call,Paid Partial,35,In-house,22677.41
4849,2817,20240627,20240630,78,SMS Reminder,Escalated,29,In-house,0.0
4850,3557,20250923,20250930,66,SMS Reminder,No Answer,53,In-house,0.0
4851,2355,20250826,20250831,254,Phone Call,No Answer,14,In-house,0.0
4852,3161,20241231,20241231,274,Field Visit,No Answer,11,Agency A,0.0
4853,2782,20251021,20251031,51,SMS Reminder,No Answer,20,In-house,0.0
4854,1658,20241116,20241130,200,SMS Reminder,Paid Full,44,In-house,20898.14
4855,2155,20251208,20251231,131,SMS Reminder,PTP Broken,5,In-house,0.0
4856,563,20241107,20241130,225,SMS Reminder,Reached,7,In-house,0.0
4857,2700,20251125,20251130,360,SMS Reminder,PTP Given,34,Agency B,0.0
4858,849,20250109,20250131,244,Promise to Pay,No Answer,3,In-house,0.0
4859,3116,20250410,20250430,144,Legal Notice,No Answer,17,In-house,0.0
4860,3586,20250416,20250430,33,Promise to Pay,Paid Partial,12,In-house,6267.46
4861,2862,20251219,20251231,46,Phone Call,Reached,43,Agency B,0.0
4862,3090,20251118,20251130,360,SMS Reminder,PTP Broken,60,Agency B,0.0
4863,1077,20241106,20241130,33,Phone Call,Reached,35,In-house,0.0
4864,2640,20241230,20241231,192,SMS Reminder,Paid Full,3,In-house,18018.12
4865,2452,20250812,20250831,128,Promise to Pay,Paid Partial,44,In-house,27136.87
4866,1361,20240929,20240930,37,Legal Notice,Paid Partial,64,In-house,12188.27
4867,596,20251130,20251130,127,Field Visit,Paid Partial,44,In-house,13121.85
4868,730,20250918,20250930,63,Phone Call,Paid Partial,37,In-house,4835.77
4869,2721,20240807,20240831,70,Demand Letter,PTP Given,43,In-house,0.0
4870,2825,20250807,20250831,137,SMS Reminder,Paid Partial,16,In-house,36345.81
4871,576,20241108,20241130,32,SMS Reminder,No Answer,31,In-house,0.0
4872,1677,20240414,20240430,37,Phone Call,Escalated,54,In-house,0.0
4873,467,20250910,20250930,231,Promise to Pay,Reached,60,In-house,0.0
4874,874,20251209,20251231,330,Phone Call,Paid Partial,45,Agency A,13789.41
4875,645,20250529,20250531,48,SMS Reminder,No Answer,56,In-house,0.0
4876,52,20250331,20250331,187,Restructure Offer,Paid Partial,35,In-house,230738.52
4877,2229,20251110,20251130,40,Promise to Pay,PTP Given,54,In-house,0.0
4878,589,20250607,20250630,333,Phone Call,Reached,56,In-house,0.0
4879,2553,20240609,20240630,52,Demand Letter,Escalated,28,In-house,0.0
4880,893,20251031,20251031,357,SMS Reminder,Escalated,39,Agency B,0.0
4881,3000,20251215,20251231,210,Restructure Offer,Paid Partial,37,In-house,2714.94
4882,743,20240726,20240731,62,SMS Reminder,PTP Given,23,Agency B,0.0
4883,941,20240816,20240831,145,Field Visit,Reached,4,In-house,0.0
4884,2979,20240926,20240930,85,Phone Call,Escalated,5,Agency B,0.0
4885,832,20251014,20251031,257,SMS Reminder,No Answer,59,In-house,0.0
4886,754,20250709,20250731,58,SMS Reminder,PTP Given,32,In-house,0.0
4887,2703,20250829,20250831,100,SMS Reminder,Reached,23,Agency A,0.0
4888,2918,20241129,20241130,31,Demand Letter,Paid Full,41,In-house,7390.09
4889,1508,20250912,20250930,327,Phone Call,PTP Broken,20,Agency B,0.0
4890,4020,20250714,20250731,148,Field Visit,Paid Partial,26,In-house,4628.86
4891,2696,20250427,20250430,136,Field Visit,PTP Given,4,Agency B,0.0
4892,3635,20251029,20251031,105,Phone Call,No Answer,18,In-house,0.0
4893,1637,20241122,20241130,61,Phone Call,PTP Broken,10,In-house,0.0
4894,3205,20251124,20251130,313,Phone Call,Reached,24,In-house,0.0
4895,1774,20250724,20250731,58,Restructure Offer,PTP Broken,30,In-house,0.0
4896,120,20250329,20250331,231,Promise to Pay,PTP Given,41,In-house,0.0
4897,4049,20251115,20251130,55,Field Visit,Paid Full,25,Agency B,78941.8
4898,3253,20251230,20251231,255,Phone Call,Paid Partial,13,Agency A,981.74
4899,3793,20250830,20250831,128,Phone Call,Reached,8,In-house,0.0
4900,3390,20241008,20241031,49,SMS Reminder,PTP Given,16,In-house,0.0
4901,3259,20241123,20241130,55,SMS Reminder,PTP Given,9,In-house,0.0
4902,866,20241231,20241231,49,Promise to Pay,No Answer,35,In-house,0.0
4903,330,20250623,20250630,102,Phone Call,No Answer,13,In-house,0.0
4904,4111,20251121,20251130,295,Field Visit,No Answer,51,Agency B,0.0
4905,2510,20250422,20250430,256,Phone Call,Reached,63,In-house,0.0
4906,2408,20251015,20251031,51,Phone Call,PTP Broken,25,In-house,0.0
4907,4020,20251129,20251130,198,Phone Call,Paid Partial,42,In-house,6180.77
4908,3487,20241007,20241031,126,Demand Letter,PTP Given,22,In-house,0.0
4909,2509,20250913,20250930,302,Phone Call,Paid Partial,4,In-house,19985.28
4910,2281,20251126,20251130,296,Phone Call,Reached,19,In-house,0.0
4911,1215,20251025,20251031,73,Demand Letter,Paid Full,10,In-house,25896.0
4912,706,20250424,20250430,317,SMS Reminder,Reached,9,In-house,0.0
4913,1488,20250921,20250930,211,SMS Reminder,Reached,49,In-house,0.0
4914,2320,20240917,20240930,33,Field Visit,Escalated,18,In-house,0.0
4915,2394,20250828,20250831,254,Phone Call,Restructured,39,In-house,0.0
4916,2233,20251107,20251130,111,SMS Reminder,No Answer,63,In-house,0.0
4917,1860,20241009,20241031,41,Demand Letter,PTP Broken,20,In-house,0.0
4918,1223,20250813,20250831,303,Restructure Offer,Reached,42,Agency A,0.0
4919,1287,20251112,20251130,153,SMS Reminder,PTP Given,7,Agency A,0.0
4920,207,20251127,20251130,209,Restructure Offer,Paid Full,13,In-house,9956.96
4921,657,20241021,20241031,160,Field Visit,PTP Given,39,Agency A,0.0
4922,3940,20251023,20251031,125,Phone Call,Paid Full,49,In-house,11589.3
4923,181,20250329,20250331,71,SMS Reminder,Reached,32,In-house,0.0
4924,3563,20240329,20240331,45,SMS Reminder,No Answer,24,In-house,0.0
4925,2812,20250218,20250228,33,SMS Reminder,PTP Given,37,In-house,0.0
4926,3575,20251223,20251231,58,Promise to Pay,PTP Given,36,In-house,0.0
4927,2186,20250112,20250131,32,Phone Call,Reached,19,In-house,0.0
4928,1727,20250715,20250731,101,SMS Reminder,Reached,23,In-house,0.0
4929,308,20250512,20250531,205,Phone Call,Reached,5,Agency B,0.0
4930,2985,20251019,20251031,134,Restructure Offer,PTP Given,14,In-house,0.0
4931,3916,20251123,20251130,43,Phone Call,Reached,45,In-house,0.0
4932,1417,20250727,20250731,183,SMS Reminder,PTP Given,36,Agency A,0.0
4933,2451,20251216,20251231,360,Phone Call,No Answer,11,In-house,0.0
4934,2904,20251115,20251130,101,Phone Call,PTP Given,46,In-house,0.0
4935,1296,20250522,20250531,300,SMS Reminder,Reached,49,Agency A,0.0
4936,2452,20250720,20250731,97,SMS Reminder,No Answer,38,In-house,0.0
4937,2061,20251112,20251130,211,Restructure Offer,Paid Partial,51,In-house,14884.77
4938,3364,20251213,20251231,170,Field Visit,Reached,15,In-house,0.0
4939,1990,20250625,20250630,140,Legal Notice,Paid Partial,28,In-house,2266.21
4940,2749,20251106,20251130,154,Phone Call,PTP Given,2,Agency B,0.0
4941,2094,20251120,20251130,130,Promise to Pay,Restructured,8,In-house,0.0
4942,3189,20251212,20251231,360,SMS Reminder,PTP Given,22,In-house,0.0
4943,2037,20240811,20240831,30,Legal Notice,Paid Partial,12,In-house,8612.15
4944,831,20241028,20241031,44,Legal Notice,No Answer,34,In-house,0.0
4945,1402,20250725,20250731,31,Phone Call,No Answer,42,In-house,0.0
4946,3595,20250810,20250831,232,Promise to Pay,No Answer,36,In-house,0.0
4947,2446,20250616,20250630,104,SMS Reminder,PTP Given,53,Agency A,0.0
4948,2930,20250409,20250430,44,Field Visit,No Answer,30,In-house,0.0
4949,4181,20250514,20250531,307,SMS Reminder,Escalated,41,In-house,0.0
4950,1120,20241218,20241231,155,Phone Call,PTP Given,55,In-house,0.0
4951,2737,20251213,20251231,360,SMS Reminder,No Answer,25,In-house,0.0
4952,2088,20250110,20250131,219,Field Visit,PTP Given,18,In-house,0.0
4953,1111,20250819,20250831,62,Phone Call,Paid Full,24,In-house,57662.3
4954,1113,20240326,20240331,32,SMS Reminder,Paid Partial,59,Agency A,4786.86
4955,1769,20250911,20250930,271,SMS Reminder,No Answer,22,In-house,0.0
4956,3623,20250907,20250930,33,Demand Letter,No Answer,19,Agency B,0.0
4957,743,20240928,20240930,88,Phone Call,PTP Given,48,In-house,0.0
4958,2819,20251211,20251231,181,SMS Reminder,Reached,49,In-house,0.0
4959,1270,20251220,20251231,117,Phone Call,Escalated,29,In-house,0.0
4960,3696,20250512,20250531,43,Field Visit,Paid Partial,32,In-house,10553.19
4961,3790,20250628,20250630,252,SMS Reminder,No Answer,57,Agency A,0.0
4962,767,20251220,20251231,360,Legal Notice,PTP Given,54,Agency A,0.0
4963,2186,20251017,20251031,175,SMS Reminder,PTP Given,10,In-house,0.0
4964,1659,20250226,20250228,157,Phone Call,Reached,20,Agency B,0.0
4965,3720,20241215,20241231,241,Demand Letter,Escalated,17,In-house,0.0
4966,4022,20250819,20250831,281,Field Visit,Escalated,49,In-house,0.0
4967,3541,20250429,20250430,31,Field Visit,PTP Given,21,In-house,0.0
4968,2712,20250411,20250430,295,Field Visit,No Answer,45,In-house,0.0
4969,2740,20241125,20241130,67,Promise to Pay,Restructured,45,In-house,0.0
4970,3845,20250606,20250630,104,Field Visit,Reached,47,In-house,0.0
4971,1728,20251015,20251031,37,SMS Reminder,Escalated,17,In-house,0.0
4972,2371,20251107,20251130,232,Phone Call,Paid Full,17,In-house,86543.6
4973,622,20251114,20251130,337,Promise to Pay,PTP Given,34,In-house,0.0
4974,3157,20250924,20250930,68,SMS Reminder,Paid Partial,35,In-house,578.78
4975,3998,20250331,20250331,80,Phone Call,Escalated,34,In-house,0.0
4976,2120,20241111,20241130,89,SMS Reminder,Reached,13,In-house,0.0
4977,2118,20251129,20251130,103,Phone Call,PTP Given,31,In-house,0.0
4978,3451,20250527,20250531,106,Phone Call,Reached,49,In-house,0.0
4979,376,20250907,20250930,346,Restructure Offer,Paid Full,28,Agency B,44526.03
4980,3285,20250517,20250531,39,Restructure Offer,Reached,9,In-house,0.0
4981,2935,20250117,20250131,135,SMS Reminder,PTP Given,27,Agency A,0.0
4982,3825,20250315,20250331,94,SMS Reminder,Reached,47,In-house,0.0
4983,3855,20250410,20250430,123,SMS Reminder,PTP Given,60,In-house,0.0
4984,1247,20250412,20250430,84,Promise to Pay,No Answer,40,In-house,0.0
4985,3223,20250717,20250731,84,Phone Call,Escalated,10,Agency A,0.0
4986,1965,20250114,20250131,162,Field Visit,No Answer,26,Agency A,0.0
4987,1498,20250724,20250731,70,SMS Reminder,PTP Given,17,In-house,0.0
4988,3557,20250220,20250228,34,Restructure Offer,PTP Given,60,In-house,0.0
4989,1642,20250719,20250731,36,Phone Call,Paid Partial,55,Agency A,15227.29
4990,468,20250328,20250331,112,Promise to Pay,Reached,57,Agency A,0.0
4991,3144,20250830,20250831,167,Phone Call,PTP Given,59,In-house,0.0
4992,849,20241126,20241130,176,Phone Call,No Answer,57,Agency B,0.0
4993,3078,20250327,20250331,119,Demand Letter,Reached,58,In-house,0.0
4994,541,20240521,20240531,54,Restructure Offer,PTP Given,27,In-house,0.0
4995,3292,20250823,20250831,220,Restructure Offer,No Answer,8,Agency B,0.0
4996,4075,20250418,20250430,149,SMS Reminder,No Answer,31,In-house,0.0
4997,3244,20251229,20251231,203,Phone Call,Reached,54,In-house,0.0
4998,228,20250508,20250531,174,SMS Reminder,Paid Partial,8,Agency B,7938.76
4999,1897,20250130,20250131,291,SMS Reminder,Paid Full,54,In-house,9633.77
5000,572,20251119,20251130,31,SMS Reminder,PTP Given,57,In-house,0.0
5001,2063,20250911,20250930,360,Promise to Pay,Paid Partial,63,In-house,12699.42
5002,590,20250311,20250331,234,SMS Reminder,Reached,55,Agency B,0.0
5003,2394,20250514,20250531,174,Demand Letter,No Answer,43,In-house,0.0
5004,3396,20251230,20251231,111,Phone Call,PTP Given,42,In-house,0.0
5005,3067,20250730,20250731,73,Restructure Offer,Reached,21,In-house,0.0
5006,2475,20241108,20241130,46,Field Visit,No Answer,59,Agency A,0.0
5007,1269,20251020,20251031,116,Field Visit,PTP Given,36,In-house,0.0
5008,534,20241009,20241031,51,Promise to Pay,PTP Given,52,In-house,0.0
5009,3195,20250109,20250131,243,Phone Call,No Answer,34,In-house,0.0
5010,2847,20250130,20250131,171,Field Visit,Reached,9,In-house,0.0
5011,3827,20251111,20251130,33,Phone Call,PTP Given,25,In-house,0.0
5012,3438,20250527,20250531,173,Phone Call,Paid Partial,53,Agency A,16912.96
5013,1471,20240726,20240731,219,SMS Reminder,PTP Given,31,In-house,0.0
5014,3171,20250721,20250731,166,SMS Reminder,Restructured,45,In-house,0.0
5015,2149,20250930,20250930,55,SMS Reminder,PTP Broken,39,In-house,0.0
5016,429,20250525,20250531,251,SMS Reminder,Reached,30,In-house,0.0
5017,2224,20250707,20250731,110,SMS Reminder,Reached,41,Agency A,0.0
5018,1238,20251219,20251231,220,Phone Call,No Answer,33,Agency A,0.0
5019,409,20250530,20250531,326,Phone Call,No Answer,54,In-house,0.0
5020,3592,20250618,20250630,309,Field Visit,Reached,40,Agency A,0.0
5021,1263,20250923,20250930,219,Legal Notice,Reached,60,Agency A,0.0
5022,3055,20251208,20251231,143,SMS Reminder,Paid Full,45,In-house,37868.73
5023,1941,20250518,20250531,348,Phone Call,No Answer,58,In-house,0.0
5024,2700,20250508,20250531,250,Phone Call,PTP Given,38,Agency A,0.0
5025,3639,20240911,20240930,109,SMS Reminder,No Answer,10,Agency A,0.0
5026,2525,20250717,20250731,87,Demand Letter,Reached,7,In-house,0.0
5027,2706,20251222,20251231,360,Phone Call,PTP Given,23,In-house,0.0
5028,3405,20250321,20250331,120,Demand Letter,Reached,16,In-house,0.0
5029,2741,20250214,20250228,82,Phone Call,Paid Partial,10,In-house,3221.39
5030,2721,20250719,20250731,307,Phone Call,PTP Given,55,Agency A,0.0
5031,299,20250125,20250131,37,SMS Reminder,Paid Partial,19,In-house,8755.28
5032,1625,20250328,20250331,185,Field Visit,PTP Given,46,In-house,0.0
5033,1118,20251214,20251231,103,Demand Letter,Escalated,63,In-house,0.0
5034,3834,20251220,20251231,251,Phone Call,Reached,50,In-house,0.0
5035,1803,20251013,20251031,171,Phone Call,Paid Partial,43,In-house,18558.12
5036,2248,20250214,20250228,160,Phone Call,PTP Broken,44,In-house,0.0
5037,3944,20251117,20251130,101,SMS Reminder,Restructured,23,In-house,0.0
5038,2960,20250916,20250930,79,Demand Letter,PTP Given,7,In-house,0.0
5039,2729,20250520,20250531,360,Field Visit,Escalated,19,Agency B,0.0
5040,3639,20240325,20240331,54,SMS Reminder,PTP Given,35,Agency A,0.0
5041,1447,20250411,20250430,158,Field Visit,Reached,51,In-house,0.0
5042,2448,20240320,20240331,52,Field Visit,Paid Full,57,In-house,32591.45
5043,3400,20241019,20241031,45,SMS Reminder,Restructured,31,In-house,0.0
5044,4123,20250519,20250531,360,Phone Call,No Answer,38,In-house,0.0
5045,907,20240825,20240831,130,Phone Call,Paid Partial,38,In-house,35270.96
5046,964,20250606,20250630,32,SMS Reminder,Escalated,5,Agency A,0.0
5047,2777,20240821,20240831,131,SMS Reminder,No Answer,59,In-house,0.0
5048,3337,20250726,20250731,191,Restructure Offer,PTP Broken,54,Agency B,0.0
5049,969,20240612,20240630,329,Restructure Offer,Reached,13,Agency B,0.0
5050,2739,20250929,20250930,57,Phone Call,Reached,58,In-house,0.0
5051,2455,20251217,20251231,174,SMS Reminder,No Answer,50,In-house,0.0
5052,4085,20251113,20251130,110,Demand Letter,PTP Given,20,In-house,0.0
5053,3360,20251220,20251231,324,Demand Letter,PTP Broken,49,In-house,0.0
5054,3639,20240413,20240430,81,SMS Reminder,PTP Given,49,In-house,0.0
5055,3181,20250520,20250531,47,Phone Call,Paid Full,60,In-house,9399.0
5056,120,20251220,20251231,360,Promise to Pay,Restructured,31,In-house,0.0
5057,1097,20251030,20251031,38,SMS Reminder,Reached,56,In-house,0.0
5058,3433,20250620,20250630,54,SMS Reminder,Paid Partial,19,In-house,2161.1
5059,3216,20240708,20240731,40,Phone Call,PTP Broken,48,In-house,0.0
5060,1484,20251213,20251231,73,Field Visit,Paid Partial,43,Agency A,34736.81
5061,3320,20250518,20250531,307,Legal Notice,Reached,49,In-house,0.0
5062,1818,20251116,20251130,164,Phone Call,Reached,43,In-house,0.0
5063,1618,20250326,20250331,310,SMS Reminder,Paid Partial,27,In-house,7030.11
5064,2371,20250221,20250228,46,Phone Call,PTP Given,36,In-house,0.0
5065,1346,20250727,20250731,33,SMS Reminder,PTP Broken,28,In-house,0.0
5066,966,20251214,20251231,290,Restructure Offer,PTP Broken,15,Agency B,0.0
5067,304,20250421,20250430,297,SMS Reminder,Reached,56,In-house,0.0
5068,1525,20251226,20251231,103,SMS Reminder,Paid Partial,42,In-house,6013.61
5069,1218,20241229,20241231,61,Phone Call,Restructured,16,Agency A,0.0
5070,2700,20250916,20250930,349,Phone Call,Reached,22,Agency A,0.0
5071,3632,20250808,20250831,165,SMS Reminder,No Answer,34,In-house,0.0
5072,560,20240627,20240630,39,Phone Call,Reached,29,In-house,0.0
5073,2185,20250119,20250131,57,Demand Letter,No Answer,59,In-house,0.0
5074,4152,20241125,20241130,40,Legal Notice,No Answer,34,In-house,0.0
5075,1877,20250426,20250430,66,Restructure Offer,PTP Broken,29,In-house,0.0
5076,4154,20251108,20251130,89,Restructure Offer,Escalated,63,In-house,0.0
5077,931,20241117,20241130,82,Phone Call,Reached,7,In-house,0.0
5078,3763,20251227,20251231,52,Demand Letter,PTP Given,59,In-house,0.0
5079,2905,20250625,20250630,61,Legal Notice,No Answer,19,Agency B,0.0
5080,1891,20251007,20251031,34,Field Visit,Reached,40,In-house,0.0
5081,113,20250213,20250228,237,Restructure Offer,PTP Broken,3,In-house,0.0
5082,624,20250222,20250228,46,Promise to Pay,Paid Partial,55,In-house,10692.84
5083,3496,20250718,20250731,313,SMS Reminder,Paid Full,2,In-house,61685.14
5084,3653,20240415,20240430,312,SMS Reminder,Paid Full,52,Agency A,64669.38
5085,3602,20250113,20250131,333,SMS Reminder,Paid Partial,18,In-house,21744.84
5086,2781,20251218,20251231,201,SMS Reminder,PTP Given,20,In-house,0.0
5087,698,20250627,20250630,319,SMS Reminder,Paid Partial,59,In-house,5122.15
5088,741,20250108,20250131,209,Field Visit,Restructured,19,In-house,0.0
5089,3898,20240920,20240930,112,SMS Reminder,PTP Given,15,Agency B,0.0
5090,1206,20251213,20251231,267,Phone Call,Reached,35,In-house,0.0
5091,3666,20250819,20250831,120,SMS Reminder,Paid Full,7,In-house,9973.78
5092,2777,20240609,20240630,87,SMS Reminder,Escalated,27,Agency B,0.0
5093,393,20250808,20250831,230,Phone Call,Reached,57,In-house,0.0
5094,3611,20251223,20251231,360,SMS Reminder,Paid Full,42,In-house,1679.83
5095,4022,20251231,20251231,360,Field Visit,Reached,47,In-house,0.0
5096,459,20251231,20251231,360,SMS Reminder,PTP Given,39,In-house,0.0
5097,3343,20251019,20251031,120,Field Visit,PTP Broken,24,In-house,0.0
5098,3773,20250926,20250930,151,Phone Call,Escalated,63,In-house,0.0
5099,2730,20250724,20250731,102,Restructure Offer,Reached,32,In-house,0.0
5100,908,20250810,20250831,70,SMS Reminder,Paid Full,20,In-house,27781.65
5101,1814,20251214,20251231,235,Field Visit,Escalated,8,Agency B,0.0
5102,2387,20241216,20241231,32,SMS Reminder,Escalated,1,Agency A,0.0
5103,831,20250621,20250630,69,SMS Reminder,No Answer,29,In-house,0.0
5104,3881,20250912,20250930,59,Field Visit,Escalated,29,Agency A,0.0
5105,2038,20240514,20240531,77,SMS Reminder,PTP Broken,57,In-house,0.0
5106,3768,20250927,20250930,244,Field Visit,PTP Given,12,Agency B,0.0
5107,1341,20250326,20250331,32,Promise to Pay,Reached,10,In-house,0.0
5108,558,20241212,20241231,295,Demand Letter,Paid Full,53,In-house,13394.66
5109,1980,20250226,20250228,48,Restructure Offer,Paid Partial,48,In-house,15202.12
5110,437,20240522,20240531,51,Field Visit,No Answer,54,In-house,0.0
